Time (ns),970RMSD (Å),239RMSD (Å),Substrate,14475 RMSD (Å)
57.91,2.35226,2.43048,1.90823,1.77728
57.92,2.38693,2.42275,1.85102,1.77447
57.93,2.42892,2.45859,1.91147,1.78165
57.94,2.42879,2.4788,1.8587,1.8434
57.95,2.38963,2.42328,1.90236,1.80095
57.96,2.3676,2.55753,1.86008,1.82031
57.97,2.40672,2.61373,1.84774,1.83635
57.98,2.34759,2.50005,1.84982,1.85732
57.99,2.32663,2.53101,1.87187,1.85241
58,2.35562,2.49651,1.77745,2.01174
58.01,2.34983,2.51237,1.79176,1.91577
58.02,2.36345,2.53214,1.86394,1.91178
58.03,2.41602,2.57181,1.86393,1.87122
58.04,2.39013,2.63047,1.9902,1.92516
58.05,2.4363,2.6645,1.88419,1.86845
58.06,2.41498,2.76065,1.9556,1.90199
58.07,2.41687,2.64535,1.90416,1.818
58.08,2.36294,2.54264,1.84537,1.90821
58.09,2.41509,2.47007,1.81601,1.8469
58.1,2.41717,2.48193,1.86179,1.81744
58.11,2.41263,2.41929,1.83993,1.81744
58.12,2.4713,2.42193,1.87915,1.86446
58.13,2.35424,2.53311,1.93355,1.79006
58.14,2.43337,2.5302,1.96291,1.86154
58.15,2.38499,2.55591,1.95407,1.80655
58.16,2.43924,2.5395,1.95148,1.90271
58.17,2.44792,2.46235,1.97361,1.81395
58.18,2.48581,2.59422,1.97451,1.73348
58.19,2.43264,2.53814,1.96567,1.79738
58.2,2.43576,2.64366,1.96603,1.81764
58.21,2.47603,2.62982,1.95649,1.78845
58.22,2.43702,2.63826,1.91447,1.82338
58.23,2.54481,2.63283,1.9301,1.91228
58.24,2.46432,2.54128,1.86125,1.94275
58.25,2.44628,2.55358,1.9409,1.83791
58.26,2.36349,2.71619,1.94342,1.87108
58.27,2.37529,2.67832,1.8622,1.89789
58.28,2.34145,2.71538,1.87621,1.83943
58.29,2.34692,2.66533,1.86961,1.83304
58.3,2.28859,2.57238,1.85633,1.8617
58.31,2.41536,2.46964,1.84471,1.83848
58.32,2.33109,2.58883,1.8635,1.90387
58.33,2.35884,2.52347,1.96795,1.93649
58.34,2.40207,2.53362,1.84872,1.87791
58.35,2.36146,2.62737,1.83872,1.86275
58.36,2.34508,2.55487,1.83393,1.869
58.37,2.3125,2.43453,1.84407,1.8274
58.38,2.30621,2.35854,1.88031,1.85795
58.39,2.38252,2.43583,2.03445,1.91777
58.4,2.36892,2.51126,2.09893,1.88743
58.41,2.37835,2.52109,1.92736,1.89219
58.42,2.36209,2.46904,2.04049,1.92269
58.43,2.29561,2.48978,2.00863,1.88375
58.44,2.40986,2.47097,1.94609,1.92736
58.45,2.34141,2.59565,1.93425,1.93466
58.46,2.3559,2.53448,1.93997,1.92416
58.47,2.37447,2.59021,1.95252,2.01226
58.48,2.33463,2.6283,1.88845,1.98681
58.49,2.32725,2.61771,1.85976,2.02776
58.5,2.39115,2.6192,1.87936,1.96478
58.51,2.40553,2.49267,1.87144,1.97431
58.52,2.33455,2.60018,1.97153,1.93487
58.53,2.3626,2.6564,2.00881,1.95912
58.54,2.39877,2.65877,1.82926,1.91204
58.55,2.39049,2.7197,1.89808,1.91504
58.56,2.41863,2.74104,1.89702,1.92674
58.57,2.36323,2.72613,1.88308,1.99244
58.58,2.36754,2.68997,1.89784,1.93946
58.59,2.45625,2.69202,1.92499,1.89034
58.6,2.415,2.51285,1.90748,1.92713
58.61,2.43223,2.59906,1.99825,1.85637
58.62,2.41669,2.86343,1.92266,1.88974
58.63,2.4445,2.64345,1.90937,1.84902
58.64,2.41788,2.66449,1.91654,1.87503
58.65,2.41589,2.63047,1.88203,1.98184
58.66,2.43866,2.52635,1.90283,1.95762
58.67,2.41469,2.49563,1.95494,1.97165
58.68,2.44789,2.65934,1.99398,1.91667
58.69,2.44675,2.72007,1.91168,1.95799
58.7,2.46182,2.69744,1.97087,1.91095
58.71,2.41947,2.56834,1.92566,1.89311
58.72,2.40283,2.53421,1.92223,1.91956
58.73,2.36292,2.5185,1.94824,1.91613
58.74,2.31578,2.49862,1.9287,1.94825
58.75,2.32412,2.52852,1.86295,1.94231
58.76,2.40476,2.6452,1.88919,1.93115
58.77,2.41999,2.70162,1.9509,1.89966
58.78,2.37615,2.59574,1.89183,1.92013
58.79,2.36498,2.58841,1.83621,1.85342
58.8,2.44205,2.67538,1.85865,1.87702
58.81,2.39863,2.66147,1.93967,1.93104
58.82,2.41283,2.62968,1.906,1.92009
58.83,2.3745,2.63841,1.8888,1.94691
58.84,2.38853,2.51785,1.90893,1.92486
58.85,2.39198,2.47874,1.8108,1.94306
58.86,2.3611,2.43158,1.84585,1.96321
58.87,2.41583,2.55162,1.82965,1.96146
58.88,2.37999,2.59433,1.91355,1.88466
58.89,2.38129,2.53954,1.88774,1.87092
58.9,2.43192,2.58904,1.97308,1.85906
58.91,2.43816,2.56372,1.93947,1.85289
58.92,2.39713,2.48804,1.97091,1.89629
58.93,2.41995,2.65055,1.98367,1.92901
58.94,2.36632,2.62948,1.99556,2.02625
58.95,2.38406,2.64371,1.91871,2.00783
58.96,2.37953,2.6054,1.82299,1.93331
58.97,2.31952,2.66255,1.80599,1.9188
58.98,2.38387,2.57062,1.82515,1.94278
58.99,2.41582,2.64129,1.8476,1.93148
59,2.44901,2.65155,1.97166,1.8933
59.01,2.36309,2.63668,2.00682,1.9271
59.02,2.39174,2.54317,2.03377,1.95745
59.03,2.40683,2.41214,2.05176,1.91757
59.04,2.34173,2.46572,1.88137,1.93942
59.05,2.35187,2.46089,1.91852,1.91394
59.06,2.3752,2.53598,1.86396,1.90631
59.07,2.44071,2.56743,1.93223,1.87347
59.08,2.40316,2.63457,1.83023,1.90615
59.09,2.419,2.53112,1.8004,1.92057
59.1,2.3601,2.62424,1.94363,1.9685
59.11,2.34673,2.56922,1.91953,1.88498
59.12,2.36242,2.52024,1.88768,1.95781
59.13,2.31154,2.54127,1.90566,1.90009
59.14,2.3429,2.4433,1.8404,1.93183
59.15,2.50022,2.49421,1.84105,1.89128
59.16,2.4899,2.46954,1.84352,1.95246
59.17,2.48942,2.46557,1.87165,1.92328
59.18,2.44369,2.46569,1.95153,1.90171
59.19,2.45981,2.60232,2.02282,1.90279
59.2,2.4874,2.62226,1.95748,1.92207
59.21,2.44842,2.63378,1.92452,1.90869
59.22,2.54674,2.4696,1.83151,1.9119
59.23,2.43712,2.4161,1.87266,1.915
59.24,2.44972,2.383,1.91998,1.88009
59.25,2.50697,2.42589,1.90225,1.87275
59.26,2.45969,2.52666,1.96312,1.91603
59.27,2.39112,2.46201,1.95258,1.81745
59.28,2.42867,2.50403,1.9772,1.93246
59.29,2.45684,2.56456,1.97149,1.90779
59.3,2.43432,2.59511,1.94779,1.9406
59.31,2.51528,2.50929,1.94597,1.9383
59.32,2.32693,2.48278,1.87185,1.95274
59.33,2.31256,2.31231,1.85253,1.8544
59.34,2.39521,2.39013,1.93356,1.91537
59.35,2.41815,2.3897,2.01471,1.95722
59.36,2.40358,2.3539,1.8841,1.95883
59.37,2.3769,2.44559,1.94328,1.96106
59.38,2.38998,2.44044,1.84411,1.9162
59.39,2.44528,2.38625,1.91206,1.9346
59.4,2.42143,2.40055,1.86523,1.89194
59.41,2.4153,2.5309,1.91343,1.85952
59.42,2.46637,2.48658,1.84984,1.89539
59.43,2.50285,2.48288,2.02149,1.8959
59.44,2.33606,2.3675,1.93844,1.93418
59.45,2.36323,2.43313,1.85362,1.92384
59.46,2.32412,2.5338,1.8763,1.96824
59.47,2.37476,2.63321,1.94106,1.88211
59.48,2.39062,2.4734,1.91543,1.90375
59.49,2.35628,2.40059,1.89239,1.92127
59.5,2.39188,2.46326,1.85536,1.98646
59.51,2.34689,2.55555,1.92911,1.93756
59.52,2.34282,2.50944,1.88677,1.98286
59.53,2.33045,2.42857,1.88624,1.96411
59.54,2.33757,2.50825,1.91524,1.94812
59.55,2.40754,2.60652,1.96147,1.98857
59.56,2.34844,2.47571,1.90474,2.00833
59.57,2.28225,2.4824,1.86137,1.99913
59.58,2.25285,2.48931,1.81244,1.89381
59.59,2.32192,2.48094,1.88912,2.00437
59.6,2.4036,2.48849,1.96117,1.95745
59.61,2.39634,2.58482,1.86352,1.91189
59.62,2.42841,2.54801,1.98288,1.92328
59.63,2.42345,2.60128,1.94346,2.00161
59.64,2.45707,2.59386,1.91132,1.91437
59.65,2.41222,2.66658,1.97994,1.98418
59.66,2.4494,2.51516,1.92648,1.93144
59.67,2.40477,2.59061,1.89629,1.98496
59.68,2.38048,2.67563,1.93933,1.98698
59.69,2.2957,2.7335,1.82623,1.96003
59.7,2.36395,2.6984,1.81964,1.98918
59.71,2.34524,2.6858,1.88668,2.01381
59.72,2.33341,2.71981,1.83459,1.97181
59.73,2.43601,2.73195,1.8416,1.96842
59.74,2.29216,2.70127,1.86168,2.02595
59.75,2.35977,2.69927,1.82385,1.99931
59.76,2.39098,2.80399,1.86048,1.96006
59.77,2.36832,2.69165,1.83016,1.9676
59.78,2.37786,2.80661,1.9072,1.94346
59.79,2.33666,2.74879,1.8297,1.98071
59.8,2.38105,2.73773,1.91406,2.00707
59.81,2.4072,2.64726,1.93424,2.02047
59.82,2.37729,2.53685,1.98167,1.95972
59.83,2.33611,2.50925,1.99126,2.01528
59.84,2.32443,2.39486,1.91809,1.95141
59.85,2.31792,2.52666,1.85759,1.94007
59.86,2.41883,2.4752,1.86637,1.95499
59.87,2.40135,2.42034,1.86162,1.96583
59.88,2.38384,2.38807,1.97503,1.97015
59.89,2.33036,2.46412,1.97991,1.90758
59.9,2.33952,2.43484,1.90897,1.93533
59.91,2.38103,2.42437,1.95926,1.98763
59.92,2.35047,2.50005,2.05391,1.97088
59.93,2.3378,2.5207,2.00939,1.91204
59.94,2.42733,2.4857,1.93171,1.97124
59.95,2.37891,2.43268,1.85865,1.8872
59.96,2.37953,2.57955,1.92114,1.91064
59.97,2.3733,2.48257,1.94882,1.90835
59.98,2.38743,2.65758,1.97388,1.88604
59.99,2.40553,2.62876,1.86979,1.8691
60,2.4505,2.56738,2.02767,1.80396
60.01,2.42727,2.57761,1.90077,1.85395
60.02,2.43317,2.60594,1.89545,1.87894
60.03,2.37751,2.56967,1.93247,1.83266
60.04,2.32331,2.56516,1.97688,1.92363
60.05,2.36414,2.60041,1.84586,1.85295
60.06,2.35025,2.53079,1.85938,1.9124
60.07,2.43387,2.48894,1.91823,1.91576
60.08,2.39899,2.4796,1.86864,1.90974
60.09,2.37802,2.59043,1.82597,1.91673
60.1,2.39229,2.51835,1.86741,1.9248
60.11,2.48093,2.42131,1.86832,2.02068
60.12,2.38702,2.51782,2.01434,1.98633
60.13,2.4244,2.506,1.95616,1.9684
60.14,2.4824,2.52067,1.98236,1.99387
60.15,2.42856,2.60589,1.99165,1.90233
60.16,2.45267,2.58867,1.9793,1.95245
60.17,2.42417,2.55991,1.99539,2.04144
60.18,2.38329,2.48611,1.98044,2.03188
60.19,2.4195,2.65092,1.86052,1.93358
60.2,2.49945,2.62394,1.88078,2.05031
60.21,2.34732,2.6317,1.86485,1.96729
60.22,2.4331,2.71863,1.88139,1.92496
60.23,2.3806,2.62226,1.85906,1.93217
60.24,2.44055,2.54528,1.87646,1.97969
60.25,2.31106,2.48521,2.00893,1.93778
60.26,2.36478,2.54997,2.04413,1.96628
60.27,2.44279,2.60521,1.96844,1.90966
60.28,2.46311,2.49988,1.9705,1.84982
60.29,2.44589,2.58364,1.88034,1.90608
60.3,2.46018,2.66015,1.89873,1.97206
60.31,2.42083,2.61564,1.92464,1.90171
60.32,2.35075,2.66605,2.00498,1.91925
60.33,2.39518,2.53227,1.98421,1.89148
60.34,2.51746,2.53834,2.02116,1.94834
60.35,2.37864,2.56817,1.99737,1.90625
60.36,2.41673,2.5989,2.06581,1.98653
60.37,2.34598,2.6449,2.09514,1.86383
60.38,2.41921,2.55611,2.17883,1.86025
60.39,2.41759,2.44078,2.17157,1.93557
60.4,2.40223,2.54368,2.1567,1.91537
60.41,2.41439,2.47449,2.10191,1.97283
60.42,2.35728,2.53528,2.0986,1.91695
60.43,2.41212,2.54087,2.10057,1.9656
60.44,2.3639,2.40869,2.18482,1.95253
60.45,2.50297,2.33456,2.12586,2.03199
60.46,2.45507,2.35913,2.12991,2.00488
60.47,2.40496,2.33755,2.21093,1.97061
60.48,2.39677,2.3632,2.20555,2.0642
60.49,2.40168,2.30197,2.10433,2.02137
60.5,2.40638,2.41684,2.18993,2.01043
60.51,2.44967,2.39281,2.20098,2.0703
60.52,2.35534,2.35372,2.19031,1.99245
60.53,2.39894,2.40145,2.24239,1.96161
60.54,2.4756,2.40091,2.27745,2.00069
60.55,2.39575,2.35234,2.26958,1.95431
60.56,2.45862,2.38687,2.21777,1.98818
60.57,2.51838,2.42727,2.27062,1.92595
60.58,2.5492,2.55598,2.21268,1.99286
60.59,2.38571,2.45534,2.18592,1.984
60.6,2.39726,2.49914,2.2004,2.01922
60.61,2.40709,2.42938,2.18679,1.90197
60.62,2.45879,2.42154,2.1021,2.01269
60.63,2.44335,2.43113,1.93035,2.0758
60.64,2.44234,2.52497,1.88226,2.10765
60.65,2.36932,2.61638,2.03968,1.9444
60.66,2.40914,2.54696,1.90805,1.91648
60.67,2.40764,2.43342,1.86367,1.91421
60.68,2.44131,2.58824,1.9884,1.95313
60.69,2.43531,2.67895,1.94602,1.96316
60.7,2.45057,2.49727,1.86392,1.86194
60.71,2.38744,2.62826,2.0395,1.92214
60.72,2.43129,2.43091,1.9155,1.94738
60.73,2.34348,2.48719,1.86547,1.96267
60.74,2.46425,2.59822,1.84217,1.93618
60.75,2.48232,2.51232,1.9613,1.85953
60.76,2.46077,2.59426,1.85151,1.90075
60.77,2.44826,2.42502,2.02301,1.90427
60.78,2.45592,2.42407,2.06212,1.92651
60.79,2.47986,2.50654,2.00089,1.92092
60.8,2.40658,2.37538,2.03319,1.9304
60.81,2.45221,2.48112,1.98761,1.93537
60.82,2.41779,2.35925,2.0407,1.96883
60.83,2.42437,2.35563,2.01303,2.05401
60.84,2.45255,2.28226,2.06629,1.90789
60.85,2.49558,2.39782,2.02071,1.91412
60.86,2.52857,2.47592,2.04357,1.8608
60.87,2.45881,2.49258,1.99517,1.8219
60.88,2.47734,2.43106,2.09522,1.85563
60.89,2.52217,2.4237,2.10858,1.89477
60.9,2.44227,2.51724,1.95627,1.86852
60.91,2.3995,2.50143,1.93985,1.90173
60.92,2.42383,2.61936,1.92934,1.88963
60.93,2.46023,2.50069,2.00169,1.95331
60.94,2.4731,2.45622,1.91764,1.92156
60.95,2.45483,2.37699,1.89854,1.95115
60.96,2.47799,2.49532,2.01118,1.9547
60.97,2.44044,2.54483,1.90258,1.92856
60.98,2.46314,2.55823,1.96126,1.87605
60.99,2.51867,2.60168,2.02424,1.85713
61,2.42892,2.54918,1.99131,1.91935
61.01,2.40358,2.65048,1.96628,1.91674
61.02,2.43297,2.75046,1.9922,1.92564
61.03,2.37744,2.72813,1.95007,1.87475
61.04,2.40132,2.76907,1.90651,1.8747
61.05,2.3222,2.73989,1.95396,1.97914
61.06,2.37796,2.69781,1.80494,1.94583
61.07,2.49062,2.85495,1.91609,1.96724
61.08,2.43274,2.76645,1.96472,1.89618
61.09,2.46531,2.67309,1.99034,1.9022
61.1,2.43828,2.73694,1.92085,1.92457
61.11,2.47467,2.77461,1.97277,1.83428
61.12,2.40115,2.81018,1.98586,1.91842
61.13,2.45049,2.71986,1.98034,1.78903
61.14,2.4517,2.73772,2.00431,1.87095
61.15,2.48879,2.72262,2.06097,1.85188
61.16,2.54043,2.67472,2.04691,1.90027
61.17,2.41178,2.59681,2.02542,1.92509
61.18,2.41635,2.61029,2.05148,1.86107
61.19,2.34475,2.54722,1.9801,1.86234
61.2,2.38675,2.55747,2.02318,1.82576
61.21,2.41007,2.59704,1.95224,1.90044
61.22,2.39155,2.68014,1.95675,1.91792
61.23,2.45448,2.77612,1.93086,1.97289
61.24,2.33382,2.66527,1.92652,1.95664
61.25,2.37924,2.53256,1.98602,1.9236
61.26,2.35434,2.55757,1.93977,1.89384
61.27,2.36394,2.5458,1.91089,1.89002
61.28,2.43463,2.46573,1.92552,1.99926
61.29,2.356,2.51714,1.94192,1.93427
61.3,2.29073,2.56341,1.9306,1.92076
61.31,2.25773,2.62088,1.88139,1.94137
61.32,2.24754,2.52888,2.02248,1.8398
61.33,2.37017,2.41768,1.97411,1.9413
61.34,2.3622,2.40607,1.97174,1.89434
61.35,2.40396,2.41614,2.03653,1.89201
61.36,2.35744,2.45722,2.05934,1.90406
61.37,2.33729,2.36394,2.05685,1.95379
61.38,2.33367,2.39171,2.04866,1.99054
61.39,2.34648,2.36836,2.0834,1.99519
61.4,2.363,2.55648,2.04146,1.89161
61.41,2.45901,2.55932,2.0295,1.92355
61.42,2.43702,2.68912,1.96999,1.88112
61.43,2.38454,2.51926,1.97531,1.88264
61.44,2.31573,2.51225,2.04505,2.03043
61.45,2.4042,2.51299,2.04208,1.93391
61.46,2.37894,2.44756,1.99168,1.94569
61.47,2.45257,2.38089,2.14221,1.89953
61.48,2.44189,2.44349,2.09584,1.89705
61.49,2.4217,2.44736,2.07061,1.91834
61.5,2.41282,2.5564,2.0555,1.98347
61.51,2.44834,2.53041,2.04568,1.96716
61.52,2.34802,2.47598,2.04092,1.882
61.53,2.35375,2.72933,2.00527,1.80913
61.54,2.43044,2.69554,2.03256,1.93873
61.55,2.44805,2.56504,2.07634,1.82929
61.56,2.44645,2.60294,2.06866,1.86041
61.57,2.43497,2.5575,2.07317,1.97301
61.58,2.50059,2.7099,2.01072,1.92923
61.59,2.50398,2.52004,2.02164,1.92462
61.6,2.5893,2.48922,2.01439,2.00147
61.61,2.40422,2.38469,1.93507,1.92972
61.62,2.47823,2.45017,1.933,1.82568
61.63,2.53077,2.47113,1.98314,1.82553
61.64,2.47061,2.456,2.03662,1.79052
61.65,2.45639,2.45303,2.05483,1.88172
61.66,2.46432,2.50511,2.03094,1.83557
61.67,2.41254,2.39245,2.00539,1.8115
61.68,2.35094,2.39677,2.06037,1.84283
61.69,2.38003,2.40101,2.09601,1.8656
61.7,2.42352,2.29416,2.09661,1.85798
61.71,2.40721,2.41634,2.12317,1.84853
61.72,2.34388,2.42787,2.08804,1.84325
61.73,2.36068,2.40785,2.15141,1.91449
61.74,2.35988,2.52327,2.14799,1.94663
61.75,2.36345,2.55528,2.10184,1.91914
61.76,2.39703,2.44299,2.13379,1.81556
61.77,2.4035,2.40334,2.11263,1.92009
61.78,2.41579,2.417,2.09552,1.93559
61.79,2.37664,2.42235,2.12774,2.02357
61.8,2.35341,2.45258,2.2712,1.90966
61.81,2.35935,2.47304,2.25999,1.83836
61.82,2.40765,2.46026,2.23131,1.88091
61.83,2.40845,2.41875,2.26501,1.87725
61.84,2.3634,2.39097,2.24627,1.81792
61.85,2.32221,2.44001,2.12495,1.84217
61.86,2.38254,2.5586,2.1653,1.76229
61.87,2.34373,2.62549,2.25613,1.83037
61.88,2.41759,2.50856,2.1805,1.84474
61.89,2.41824,2.56361,2.20357,1.88142
61.9,2.42733,2.4727,2.1523,1.89784
61.91,2.40003,2.6121,2.16587,1.89078
61.92,2.41273,2.64133,2.21128,1.94432
61.93,2.39792,2.61134,2.08431,1.85105
61.94,2.3632,2.5199,2.26154,1.97633
61.95,2.32577,2.57587,2.28112,1.94423
61.96,2.27617,2.48201,2.01531,1.91294
61.97,2.30184,2.47064,2.09621,1.91026
61.98,2.34293,2.4315,2.12903,1.9296
61.99,2.35483,2.43203,2.03951,1.99802
62,2.26939,2.52178,1.93079,1.96595
62.01,2.2457,2.54357,2.04181,1.86184
62.02,2.34158,2.62115,2.18238,1.90398
62.03,2.38479,2.52762,2.11895,1.97507
62.04,2.40353,2.56505,2.04542,2.02341
62.05,2.34298,2.58059,2.02099,1.93571
62.06,2.3216,2.48079,2.06629,1.99027
62.07,2.36901,2.49894,2.11906,1.9866
62.08,2.2706,2.43175,2.09853,1.95697
62.09,2.38268,2.52187,1.96694,1.82054
62.1,2.37719,2.38683,2.08561,1.8074
62.11,2.39416,2.41586,1.96618,1.86703
62.12,2.35514,2.44353,1.98165,1.76261
62.13,2.37829,2.44325,1.83411,1.76087
62.14,2.30143,2.44765,1.9307,1.84277
62.15,2.31219,2.47069,1.87943,1.84106
62.16,2.38406,2.47138,1.84792,1.94708
62.17,2.42548,2.42038,1.87322,1.92188
62.18,2.42187,2.41792,1.78569,1.86167
62.19,2.36768,2.39908,1.84164,1.94859
62.2,2.36129,2.43477,1.89652,1.94915
62.21,2.26387,2.42609,1.86807,1.87019
62.22,2.40465,2.47378,1.85683,1.89087
62.23,2.38558,2.44398,1.84291,1.88736
62.24,2.30987,2.50276,1.93956,1.89004
62.25,2.36777,2.38612,1.84379,1.83637
62.26,2.40595,2.39154,1.94934,1.84395
62.27,2.32833,2.37625,1.84503,1.76059
62.28,2.43105,2.34806,1.92969,1.81271
62.29,2.42502,2.38291,1.94824,1.82096
62.3,2.39394,2.36207,1.95455,1.76668
62.31,2.34774,2.4863,1.97926,1.82382
62.32,2.36705,2.49723,1.97614,1.80303
62.33,2.36924,2.42187,1.95903,1.90487
62.34,2.30359,2.47554,2.03955,1.80646
62.35,2.30594,2.42773,2.00735,1.84959
62.36,2.33517,2.54802,1.89331,1.86246
62.37,2.34833,2.49275,1.91032,1.8165
62.38,2.32475,2.48318,1.93135,1.85671
62.39,2.36232,2.52383,1.9152,1.93671
62.4,2.36111,2.60224,1.90758,1.93881
62.41,2.35817,2.46254,1.93386,1.87654
62.42,2.40816,2.41773,1.95699,1.89947
62.43,2.46019,2.4381,1.88762,1.96573
62.44,2.42593,2.51264,1.85736,1.99961
62.45,2.47265,2.47768,1.8294,1.97672
62.46,2.40095,2.55515,1.90134,1.93202
62.47,2.45973,2.51776,1.92106,1.90532
62.48,2.43575,2.43847,1.89361,1.85192
62.49,2.47797,2.37055,1.92432,1.95602
62.5,2.44814,2.37715,1.96459,2.05059
62.51,2.2871,2.31815,1.83097,1.94588
62.52,2.39444,2.44663,1.87763,2.10167
62.53,2.33406,2.43162,1.8935,2.05121
62.54,2.36799,2.29874,1.81998,2.0494
62.55,2.33714,2.36579,1.82205,2.0014
62.56,2.35707,2.28919,1.92782,1.92461
62.57,2.40823,2.34915,1.97621,1.98007
62.58,2.37669,2.32663,2.01393,1.96868
62.59,2.37817,2.38345,2.02714,1.94908
62.6,2.41229,2.38416,1.98873,1.94406
62.61,2.40302,2.35037,1.8351,1.93562
62.62,2.46982,2.28246,1.774,1.89684
62.63,2.39183,2.27912,1.84512,1.98292
62.64,2.41707,2.35451,1.79622,1.98032
62.65,2.45016,2.27401,1.73296,1.89917
62.66,2.38645,2.35094,1.81611,1.91002
62.67,2.41221,2.36227,1.79358,1.99468
62.68,2.44344,2.42983,1.87905,1.99283
62.69,2.43481,2.41169,1.9254,1.91254
62.7,2.48555,2.39379,1.97634,1.90844
62.71,2.47185,2.37781,2.01748,1.98202
62.72,2.3713,2.36436,1.96902,1.86785
62.73,2.44484,2.41548,1.89853,1.85841
62.74,2.4253,2.30377,1.86759,1.93477
62.75,2.42294,2.28325,1.93475,1.9108
62.76,2.4755,2.31508,1.93425,1.93605
62.77,2.47046,2.28777,1.95905,1.97397
62.78,2.44093,2.23475,1.93193,1.96557
62.79,2.44515,2.3111,1.91937,1.9803
62.8,2.50545,2.26866,1.94679,1.85806
62.81,2.50458,2.33129,1.93326,1.88435
62.82,2.42058,2.26833,1.93541,1.83098
62.83,2.4238,2.38247,2.01265,1.84689
62.84,2.4422,2.38645,2.03773,1.8739
62.85,2.37752,2.41393,2.02253,1.83713
62.86,2.4062,2.39663,1.87693,1.89737
62.87,2.38744,2.36431,1.8865,1.88999
62.88,2.36356,2.33831,1.92662,1.92114
62.89,2.3479,2.39326,1.93329,1.79707
62.9,2.41238,2.47532,1.80585,1.8032
62.91,2.49299,2.50971,1.92816,1.85203
62.92,2.35043,2.54698,1.97892,1.88632
62.93,2.39473,2.45868,1.91888,1.93165
62.94,2.35537,2.33675,1.85579,1.83326
62.95,2.36544,2.42159,1.85119,1.94219
62.96,2.34813,2.32292,1.79807,1.83562
62.97,2.37231,2.39946,1.88741,1.90595
62.98,2.40383,2.45432,1.9858,1.9656
62.99,2.43336,2.53115,1.96514,1.89308
63,2.44068,2.50037,2.03336,1.90728
63.01,2.30815,2.53796,2.04104,1.87129
63.02,2.4033,2.46421,2.08517,1.81512
63.03,2.37522,2.43365,2.01203,1.87027
63.04,2.49908,2.39638,2.01748,1.82021
63.05,2.46028,2.44722,1.91159,1.86955
63.06,2.45981,2.45477,1.88285,1.91321
63.07,2.43722,2.33244,1.89946,1.83228
63.08,2.40761,2.44852,1.9074,1.79579
63.09,2.44518,2.31295,1.89215,1.8168
63.1,2.41253,2.3413,1.94397,1.89332
63.11,2.38041,2.29055,1.81628,1.94872
63.12,2.37398,2.3343,1.95633,1.91643
63.13,2.36437,2.38999,1.89343,1.88233
63.14,2.36513,2.3881,1.95199,1.92466
63.15,2.36269,2.32198,1.98504,2.00102
63.16,2.41616,2.31445,1.81027,1.97338
63.17,2.3809,2.37683,1.81635,1.98874
63.18,2.43869,2.36151,1.99792,1.99687
63.19,2.36209,2.34918,1.86853,1.86781
63.2,2.39191,2.33531,1.80417,1.92962
63.21,2.37429,2.40027,1.83483,1.92913
63.22,2.36924,2.4275,1.88921,1.81745
63.23,2.44266,2.40445,1.88151,1.89169
63.24,2.41717,2.52271,1.9599,1.97135
63.25,2.37676,2.53927,1.89171,1.94043
63.26,2.45364,2.49172,1.91924,1.89462
63.27,2.46221,2.58957,1.91725,2.02403
63.28,2.43328,2.59017,1.87343,1.87307
63.29,2.47277,2.56599,1.87503,1.88207
63.3,2.41545,2.52268,1.96063,1.84053
63.31,2.45706,2.40662,1.94812,1.93024
63.32,2.47264,2.41935,2.00496,1.90687
63.33,2.43636,2.4955,1.96761,1.9161
63.34,2.50012,2.45526,1.99067,1.91149
63.35,2.46795,2.45518,1.91858,1.88508
63.36,2.47417,2.25513,1.91618,1.85388
63.37,2.47377,2.28526,1.86674,1.94286
63.38,2.49557,2.33958,1.87006,1.90115
63.39,2.36097,2.38444,1.90681,1.93252
63.4,2.39733,2.35542,1.92457,2.00203
63.41,2.38846,2.32406,1.85218,1.95197
63.42,2.40583,2.3481,1.90293,2.00235
63.43,2.41837,2.34548,1.86669,1.93049
63.44,2.43795,2.3561,1.9133,1.95183
63.45,2.4929,2.33779,1.84874,2.04092
63.46,2.39025,2.35638,1.8078,1.91896
63.47,2.44285,2.51966,1.85102,1.9152
63.48,2.4014,2.49513,1.9997,1.89063
63.49,2.51508,2.41325,1.97464,1.88058
63.5,2.41837,2.50053,1.95866,1.84905
63.51,2.37402,2.45681,1.81898,1.8546
63.52,2.37106,2.40067,1.8678,1.76673
63.53,2.40063,2.47511,1.87709,1.84624
63.54,2.38316,2.4846,1.80559,1.91657
63.55,2.36478,2.42028,1.77818,1.87194
63.56,2.34952,2.45754,1.76509,1.88564
63.57,2.41295,2.3531,1.67539,1.90955
63.58,2.39751,2.36062,1.65284,1.92274
63.59,2.34512,2.30357,1.7902,1.89664
63.6,2.34759,2.28619,1.65975,1.88425
63.61,2.372,2.29863,1.7221,1.94987
63.62,2.3704,2.22291,1.70476,1.86759
63.63,2.34945,2.33279,1.81794,1.94518
63.64,2.36646,2.37877,1.82284,2.02157
63.65,2.45352,2.43402,1.87168,1.9524
63.66,2.40806,2.38361,1.80305,1.92726
63.67,2.42327,2.33606,1.80831,1.90353
63.68,2.32005,2.40718,1.82814,1.97828
63.69,2.41031,2.34326,1.85699,1.96212
63.7,2.45657,2.3831,1.88465,1.95144
63.71,2.42089,2.36764,1.88087,1.87929
63.72,2.42137,2.33125,1.83746,1.91746
