Time (ns),RMSD (Å),RMSD (Å),RMSD (Å),Variance,Average,Standard deviation 
3.78,1.95275,1.80002,1.80002,0.005183656,1.85093,0.071997612
3.79,2.06581,1.76882,1.76882,0.01960068,1.867816667,0.140002429
3.8,2.05123,1.8342,1.8342,0.010467116,1.906543333,0.102308923
3.81,1.9224,1.84608,1.84608,0.001294387,1.87152,0.035977593
3.82,1.92489,1.74292,1.74292,0.007358462,1.803576667,0.085781481
3.83,2.05799,1.80215,1.80215,0.014545357,1.88743,0.120604133
3.84,2.05405,1.95206,1.95206,0.002311547,1.986056667,0.048078547
3.85,2.04483,1.80245,1.80245,0.013055125,1.883243333,0.114259028
3.86,2.072,1.86308,1.86308,0.009699459,1.93272,0.098485832
3.87,2.08311,1.84431,1.84431,0.01267232,1.92391,0.1125714
3.88,2.05148,1.73775,1.73775,0.021872558,1.842326667,0.14789374
3.89,2.12322,1.83913,1.83913,0.017934917,1.933826667,0.13392131
3.9,2.03591,1.74204,1.74204,0.019191017,1.839996667,0.138531647
3.91,2.12512,1.7138,1.7138,0.037596476,1.850906667,0.193898107
3.92,1.98736,1.76257,1.76257,0.01122901,1.8375,0.105967022
3.93,2.03144,1.74248,1.74248,0.018555085,1.8388,0.13621705
3.94,2.01727,1.68553,1.68553,0.024455873,1.79611,0.156383736
3.95,2.00402,1.72007,1.72007,0.017917245,1.81472,0.133855314
3.96,2.11374,1.62721,1.62721,0.052602542,1.789386667,0.229352442
3.97,2.10483,1.72795,1.72795,0.031564119,1.853576667,0.177662936
3.98,2.14757,1.76196,1.76196,0.033043349,1.890496667,0.181778297
3.99,2.10269,1.7357,1.7357,0.029929258,1.85803,0.173000745
4,2.04156,1.78092,1.78092,0.015096269,1.8678,0.122866874
4.01,2.04409,1.71374,1.71374,0.024251361,1.823856667,0.155728483
4.02,2.14483,1.66157,1.66157,0.051897828,1.822656667,0.227810949
4.03,2.11952,1.64576,1.64576,0.049877453,1.80368,0.223332606
4.04,2.15797,1.59758,1.59758,0.069785989,1.784376667,0.264170379
4.05,2.0867,1.65282,1.65282,0.041833745,1.797446667,0.204532993
4.06,2.05091,1.73591,1.73591,0.02205,1.84091,0.148492424
4.07,2.07927,1.72788,1.72788,0.027438874,1.84501,0.165646835
4.08,2.03965,1.664,1.664,0.031358427,1.789216667,0.177083108
4.09,1.92606,1.73725,1.73725,0.007922048,1.800186667,0.089005888
4.1,1.91677,1.71066,1.71066,0.009440296,1.779363333,0.097161186
4.11,1.90014,1.63724,1.63724,0.015359202,1.724873333,0.123932249
4.12,1.8853,1.69253,1.69253,0.008257838,1.756786667,0.090872649
4.13,1.80785,1.67795,1.67795,0.00374978,1.72125,0.061235447
4.14,1.90248,1.63711,1.63711,0.015649164,1.725566667,0.125096618
4.15,1.93903,1.72828,1.72828,0.009870125,1.79853,0.099348503
4.16,1.82189,1.70436,1.70436,0.003069622,1.743536667,0.055404173
4.17,1.88596,1.73916,1.73916,0.004788942,1.788093333,0.069202184
4.18,1.8712,1.80688,1.80688,0.000919347,1.82832,0.030320739
4.19,1.84062,1.83302,1.83302,1.28E-05,1.835553333,0.003582674
4.2,1.8317,1.85183,1.85183,9.00E-05,1.84512,0.009489373
4.21,1.83614,1.77311,1.77311,0.00088284,1.79412,0.029712627
4.22,1.90245,1.83422,1.83422,0.001034518,1.856963333,0.03216393
4.23,1.93151,1.76183,1.76183,0.006398067,1.81839,0.079987919
4.24,1.96856,1.70874,1.70874,0.015001429,1.795346667,0.122480323
4.25,1.89973,1.7726,1.7726,0.003591564,1.814976667,0.059929657
4.26,1.72189,1.77605,1.77605,0.000651846,1.757996667,0.025531269
4.27,1.79296,1.72034,1.72034,0.001171925,1.744546667,0.034233396
4.28,1.8179,1.75173,1.75173,0.000972993,1.773786667,0.031192837
4.29,1.81917,1.74353,1.74353,0.001271424,1.768743333,0.035657038
4.3,1.92092,1.78296,1.78296,0.004229547,1.828946667,0.065034968
4.31,1.912,1.78005,1.78005,0.003869067,1.824033333,0.062201827
4.32,1.82454,1.77684,1.77684,0.00050562,1.79274,0.022485996
4.33,1.80622,1.79641,1.79641,2.14E-05,1.79968,0.004624478
4.34,1.93396,1.78778,1.78778,0.004748576,1.836506667,0.068909913
4.35,1.96018,1.92928,1.92928,0.00021218,1.93958,0.0145664
4.36,1.96935,1.78954,1.78954,0.007184808,1.849476667,0.084763247
4.37,2.02124,1.91101,1.91101,0.002700145,1.947753333,0.05196292
4.38,1.93347,1.94505,1.94505,2.98E-05,1.94119,0.005458864
4.39,1.94795,1.917,1.917,0.000212867,1.927316667,0.01458997
4.4,1.97917,1.98444,1.98444,6.17E-06,1.982683333,0.002484302
4.41,1.88025,1.92865,1.92865,0.000520569,1.912516667,0.022815979
4.42,1.93429,1.96817,1.96817,0.000255079,1.956876667,0.015971185
4.43,1.90361,1.92193,1.92193,7.46E-05,1.915823333,0.008636131
4.44,1.95337,1.86401,1.86401,0.001774491,1.893796667,0.042124708
4.45,1.97999,1.88898,1.88898,0.001840627,1.919316667,0.042902525
4.46,2.05484,1.92426,1.92426,0.003789141,1.967786667,0.061556002
4.47,2.03402,1.9165,1.9165,0.0030691,1.955673333,0.055399459
4.48,2.10905,1.91386,1.91386,0.008466475,1.978923333,0.092013448
4.49,2.02528,1.89958,1.89958,0.00351122,1.94148,0.059255548
4.5,2.05278,1.85544,1.85544,0.008654017,1.92122,0.093026968
4.51,1.98271,1.85773,1.85773,0.003471111,1.89939,0.058916137
4.52,1.9013,1.87559,1.87559,0.00014689,1.88416,0.01211981
4.53,1.87321,1.78018,1.78018,0.00192324,1.81119,0.043854763
4.54,1.92599,1.78653,1.78653,0.00432202,1.833016667,0.065742074
4.55,1.94351,1.87494,1.87494,0.001044854,1.897796667,0.032324208
4.56,1.88709,1.74155,1.74155,0.004707087,1.790063333,0.068608214
4.57,1.95196,1.83496,1.83496,0.003042,1.87396,0.055154329
4.58,1.88764,1.84613,1.84613,0.000382907,1.859966667,0.019568002
4.59,1.89328,1.94458,1.94458,0.00058482,1.92748,0.024183052
4.6,1.80576,1.89202,1.89202,0.001653508,1.863266667,0.040663354
4.61,1.91984,1.89804,1.89804,0.000105609,1.905306667,0.010276619
4.62,1.88409,1.80808,1.80808,0.001283893,1.833416667,0.035831458
4.63,1.83107,1.86704,1.86704,0.00028752,1.85505,0.016956421
4.64,1.77034,1.94882,1.94882,0.007078913,1.889326667,0.084136279
4.65,1.74441,2.05025,2.05025,0.020786246,1.948303333,0.144174359
4.66,1.78872,2.03991,2.03991,0.014021426,1.95618,0.118412102
4.67,1.76916,2.04024,2.04024,0.016329859,1.94988,0.127788337
4.68,1.7856,2.09738,2.09738,0.021601504,1.993453333,0.146974501
4.69,1.83048,2.01052,2.01052,0.0072032,1.950506667,0.08487167
4.7,1.76498,1.92333,1.92333,0.005572161,1.870546667,0.074646906
4.71,1.87277,1.85864,1.85864,4.44E-05,1.86335,0.006660946
4.72,1.81614,1.86374,1.86374,0.000503502,1.847873333,0.022438855
4.73,1.76972,1.88698,1.88698,0.003055535,1.847893333,0.055276894
4.74,1.72881,1.92424,1.92424,0.008487308,1.859096667,0.092126585
4.75,1.76884,2.00726,2.00726,0.012632021,1.927786667,0.112392266
4.76,1.79454,1.85469,1.85469,0.000804005,1.83464,0.028354982
4.77,1.74315,1.94553,1.94553,0.009101703,1.87807,0.095402847
4.78,1.72136,1.95669,1.95669,0.012306713,1.878246667,0.110935626
4.79,1.77716,1.85108,1.85108,0.001214259,1.82644,0.034846222
4.8,1.81632,1.89067,1.89067,0.001228427,1.865886667,0.035048926
4.81,1.69983,1.77777,1.77777,0.001349921,1.75179,0.036741268
4.82,1.78373,1.87067,1.87067,0.001679681,1.84169,0.040983909
4.83,1.84753,1.89776,1.89776,0.000560678,1.881016667,0.023678649
4.84,1.78733,1.97607,1.97607,0.007916175,1.913156667,0.088972889
4.85,1.70433,2.0211,2.0211,0.022298496,1.91551,0.14932681
4.86,1.68602,1.93736,1.93736,0.014038177,1.85358,0.118482812
4.87,1.7669,2.03065,2.03065,0.015458681,1.942733333,0.124332942
4.88,1.72768,1.97545,1.97545,0.013642216,1.89286,0.116799898
4.89,1.72424,1.97136,1.97136,0.013570732,1.888986667,0.116493485
4.9,1.72906,1.81282,1.81282,0.001559053,1.7849,0.039484843
4.91,1.80893,1.8598,1.8598,0.000575057,1.842843333,0.023980348
4.92,1.74822,1.81211,1.81211,0.000907096,1.790813333,0.030118035
4.93,1.81718,1.87513,1.87513,0.000746267,1.855813333,0.027317892
4.94,1.73996,1.85412,1.85412,0.002896112,1.816066667,0.05381554
4.95,1.56716,1.70991,1.70991,0.004528347,1.662326667,0.067292995
4.96,1.6244,1.90572,1.90572,0.017586876,1.811946667,0.13261552
4.97,1.71344,1.86259,1.86259,0.004943494,1.812873333,0.070309984
4.98,1.68178,1.82147,1.82147,0.004336288,1.774906667,0.065850498
4.99,1.66997,1.83887,1.83887,0.00633938,1.78257,0.079620224
5,1.62264,1.86397,1.86397,0.01294226,1.783526667,0.113764053
5.01,1.67308,1.85113,1.85113,0.007044845,1.79178,0.083933575
5.02,1.65742,1.82629,1.82629,0.006337128,1.77,0.079606081
5.03,1.63223,1.82801,1.82801,0.008517735,1.76275,0.092291577
5.04,1.54583,1.88946,1.88946,0.02624035,1.774916667,0.161988735
5.05,1.67126,1.83671,1.83671,0.006083045,1.78156,0.077993878
5.06,1.58277,1.7444,1.7444,0.00580539,1.690523333,0.076193113
5.07,1.53678,1.82021,1.82021,0.017851681,1.725733333,0.133610183
5.08,1.60951,1.8431,1.8431,0.012125397,1.765236667,0.110115382
5.09,1.6131,1.84452,1.84452,0.011901159,1.76738,0.109092434
5.1,1.66152,1.88892,1.88892,0.01149128,1.81312,0.107197388
5.11,1.67255,1.93487,1.93487,0.015291507,1.84743,0.123658834
5.12,1.62552,1.88894,1.88894,0.015420021,1.801133333,0.124177379
5.13,1.58787,1.93298,1.93298,0.026466869,1.817943333,0.162686414
5.14,1.58218,1.98505,1.98505,0.036067608,1.85076,0.189914739
5.15,1.55215,1.94167,1.94167,0.033716851,1.81183,0.183621489
5.16,1.61164,1.9295,1.9295,0.022452218,1.823546667,0.149840641
5.17,1.59942,1.86281,1.86281,0.015416509,1.775013333,0.124163237
5.18,1.6009,1.87396,1.87396,0.016569281,1.78294,0.128721718
5.19,1.78316,1.85982,1.85982,0.001305946,1.834266667,0.036137871
5.2,1.71531,1.91352,1.91352,0.00873049,1.84745,0.09343709
5.21,1.7922,1.88152,1.88152,0.001772903,1.851746667,0.042105852
5.22,1.73921,1.83371,1.83371,0.0019845,1.80221,0.044547727
5.23,1.76258,1.79776,1.79776,0.000275029,1.786033333,0.016584011
5.24,1.75256,1.86268,1.86268,0.002694759,1.825973333,0.051911066
5.25,1.80106,1.88396,1.88396,0.001527202,1.856326667,0.039079435
5.26,1.65477,1.7983,1.7983,0.004577969,1.750456667,0.067660691
5.27,1.70587,1.8645,1.8645,0.005591884,1.811623333,0.074778899
5.28,1.65955,1.92558,1.92558,0.015727102,1.836903333,0.125407745
5.29,1.68043,1.91584,1.91584,0.012315082,1.83737,0.110973338
5.3,1.65435,1.91741,1.91741,0.015377903,1.829723333,0.124007673
5.31,1.66101,1.92602,1.92602,0.015606733,1.837683333,0.124926912
5.32,1.58095,1.90843,1.90843,0.023831811,1.79927,0.154375552
5.33,1.58366,1.82992,1.82992,0.013476442,1.747833333,0.116088077
5.34,1.74852,1.84029,1.84029,0.001871496,1.8097,0.043260793
5.35,1.81007,1.87185,1.87185,0.000848171,1.851256667,0.029123371
5.36,1.78809,1.85065,1.85065,0.000869723,1.829796667,0.029491067
5.37,1.80554,1.95276,1.95276,0.004816384,1.903686667,0.069400174
5.38,1.79549,1.88022,1.88022,0.001595372,1.851976667,0.039942105
5.39,1.81749,1.8946,1.8946,0.001321323,1.868896667,0.036350003
5.4,1.80126,1.93218,1.93218,0.003808899,1.88854,0.06171628
5.41,1.72516,1.91391,1.91391,0.007917014,1.850993333,0.088977603
5.42,1.70466,1.9492,1.9492,0.013288847,1.867686667,0.115277262
5.43,1.74561,1.95169,1.95169,0.009437548,1.882996667,0.097147044
5.44,1.6663,1.88483,1.88483,0.010612302,1.811986667,0.10301603
5.45,1.75603,1.79081,1.79081,0.000268811,1.779216667,0.016395449
5.46,1.66189,1.83392,1.83392,0.006576516,1.776576667,0.08109572
5.47,1.70749,1.86968,1.86968,0.005845688,1.815616667,0.076457099
5.48,1.75693,1.92922,1.92922,0.00659641,1.87179,0.081218285
5.49,1.64631,1.80369,1.80369,0.005504103,1.75123,0.074189643
5.5,1.68652,1.86716,1.86716,0.007251291,1.806946667,0.085154513
5.51,1.77108,1.80041,1.80041,0.000191166,1.790633333,0.013826295
5.52,1.68587,1.91849,1.91849,0.012024903,1.84095,0.10965812
5.53,1.69285,1.93086,1.93086,0.012588613,1.851523333,0.11219899
5.54,1.62947,1.82696,1.82696,0.008667178,1.76113,0.093097679
5.55,1.61963,1.88995,1.88995,0.016238423,1.799843333,0.12743007
5.56,1.63103,1.89602,1.89602,0.015604378,1.80769,0.124917484
5.57,1.73329,1.89663,1.89663,0.005928879,1.842183333,0.076999214
5.58,1.8096,1.85223,1.85223,0.000403848,1.83802,0.020095975
5.59,1.78544,1.76984,1.76984,5.41E-05,1.77504,0.007353911
5.6,1.69136,1.87321,1.87321,0.007348761,1.812593333,0.085724912
5.61,1.6896,1.89656,1.89656,0.00951832,1.827573333,0.09756188
5.62,1.77079,1.8957,1.8957,0.003467224,1.854063333,0.058883139
5.63,1.76652,1.92558,1.92558,0.005622241,1.87256,0.074981603
5.64,1.72488,1.97811,1.97811,0.014250096,1.8937,0.119373767
5.65,1.79129,1.95001,1.95001,0.005598231,1.897103333,0.074821326
5.66,1.74241,2.07554,2.07554,0.024661244,1.964496667,0.157038988
5.67,1.74832,1.94909,1.94909,0.008957465,1.882166667,0.094643886
5.68,1.71004,1.95136,1.95136,0.012941187,1.87092,0.113759339
5.69,1.83659,1.96265,1.96265,0.003531361,1.92063,0.059425254
5.7,1.76175,2.13406,2.13406,0.030803275,2.009956667,0.175508617
5.71,1.71508,1.9706,1.9706,0.014508993,1.885426667,0.120453283
5.72,1.76628,1.93452,1.93452,0.006289933,1.87844,0.079309097
5.73,1.75118,1.90591,1.90591,0.005320305,1.854333333,0.072940422
5.74,1.82733,1.87361,1.87361,0.000475964,1.858183333,0.021816601
5.75,1.84656,1.95254,1.95254,0.002495947,1.917213333,0.049959451
5.76,1.80733,1.96446,1.96446,0.00548663,1.912083333,0.074071792
5.77,1.77842,1.92518,1.92518,0.004786333,1.87626,0.069183327
5.78,1.86294,2.01608,2.01608,0.005211524,1.965033333,0.072190888
5.79,1.77685,1.92384,1.92384,0.004801347,1.874843333,0.069291751
5.8,1.90372,1.9095,1.9095,7.42E-06,1.907573333,0.002724718
5.81,1.98072,1.91567,1.91567,0.000940334,1.937353333,0.030664864
5.82,1.96234,1.97961,1.97961,6.63E-05,1.973853333,0.008141156
5.83,1.87716,1.89552,1.89552,7.49E-05,1.8894,0.008654987
5.84,1.96658,1.93868,1.93868,0.00017298,1.94798,0.013152186
5.85,2.00426,1.8966,1.8966,0.002575706,1.932486667,0.050751411
5.86,1.99219,1.95553,1.95553,0.000298657,1.96775,0.01728169
5.87,2.03895,1.99904,1.99904,0.000353957,2.012343333,0.018813754
5.88,1.98243,1.99648,1.99648,4.39E-05,1.991796667,0.006623234
5.89,1.93754,1.98461,1.98461,0.000492352,1.96892,0.022189011
5.9,1.86448,2.06553,2.06553,0.008982467,1.998513333,0.094775879
5.91,1.92514,1.98477,1.98477,0.000790164,1.964893333,0.028109852
5.92,1.97339,1.95249,1.95249,9.71E-05,1.959456667,0.009852354
5.93,2.05672,1.97496,1.97496,0.001485488,2.002213333,0.038542034
5.94,2.10095,1.99451,1.99451,0.002517661,2.02999,0.050176297
5.95,2.12095,1.93999,1.93999,0.007277005,2.00031,0.085305362
5.96,2.11488,1.93771,1.93771,0.00697538,1.996766667,0.083518739
5.97,2.13072,1.94616,1.94616,0.007569421,2.00768,0.087002418
5.98,2.08694,1.98712,1.98712,0.002214229,2.020393333,0.047055599
5.99,2.06518,1.97082,1.97082,0.001978624,2.002273333,0.044481731
6,1.99287,2.02023,2.02023,0.000166349,2.01111,0.012897628
6.01,1.98877,2.04063,2.04063,0.000597658,2.023343333,0.024447038
6.02,1.91948,2.07804,2.07804,0.00558695,2.025186667,0.074745901
6.03,1.85231,1.98272,1.98272,0.003779282,1.93925,0.061475864
6.04,1.81553,2.00069,2.00069,0.007618717,1.93897,0.087285261
6.05,1.83523,1.99487,1.99487,0.005663318,1.941656667,0.075255018
6.06,1.78245,1.968,1.968,0.007650845,1.90615,0.087469109
6.07,1.72357,1.96429,1.96429,0.012876915,1.88405,0.113476496
6.08,1.82584,2.04141,2.04141,0.010326761,1.969553333,0.101620673
6.09,1.90779,1.97451,1.97451,0.000989235,1.95227,0.03145211
6.1,1.89909,2.03371,2.03371,0.004027232,1.988836667,0.063460477
6.11,1.82959,2.03078,2.03078,0.008994981,1.963716667,0.094841876
6.12,1.89574,1.99262,1.99262,0.002085719,1.960326667,0.04566967
6.13,1.88434,2.04397,2.04397,0.005662608,1.99076,0.075250304
6.14,1.84465,2.06025,2.06025,0.010329636,1.988383333,0.101634815
6.15,1.80625,2.04491,2.04491,0.012657466,1.965356667,0.112505403
6.16,1.79346,1.95886,1.95886,0.006079369,1.903726667,0.077970308
6.17,1.95856,1.98927,1.98927,0.000209579,1.979033333,0.014476833
6.18,1.90249,2.08935,2.08935,0.007759258,2.027063333,0.088086649
6.19,1.94036,2.01965,2.01965,0.00139709,1.99322,0.037377664
6.2,1.94071,1.98989,1.98989,0.000537483,1.973496667,0.023183674
6.21,1.79183,1.99856,1.99856,0.009497176,1.92965,0.097453457
6.22,1.84391,1.96223,1.96223,0.003111027,1.92279,0.055776583
6.23,1.74679,1.97895,1.97895,0.011977392,1.901563333,0.109441274
6.24,1.90429,2.06944,2.06944,0.006061005,2.01439,0.077852457
6.25,1.80553,2.1573,2.1573,0.027498252,2.040043333,0.165825968
6.26,1.93907,2.09774,2.09774,0.005594704,2.04485,0.074797755
6.27,1.96944,1.94794,1.94794,0.000102722,1.955106667,0.010135197
6.28,1.93095,1.92556,1.92556,6.46E-06,1.927356667,0.00254087
6.29,2.03682,2.00187,2.00187,0.000271445,2.01352,0.016475588
6.3,2.07548,1.98728,1.98728,0.00172872,2.01668,0.041577879
6.31,1.89404,2.004,2.004,0.002686934,1.967346667,0.051835641
6.32,1.91053,2.00071,2.00071,0.001807207,1.97065,0.04251126
6.33,1.83217,2.02147,2.02147,0.00796322,1.95837,0.089236876
6.34,2.08292,2.01669,2.01669,0.000974758,2.038766667,0.031221121
6.35,1.92591,1.91646,1.91646,1.98E-05,1.91961,0.004454773
6.36,1.96874,2.0295,2.0295,0.000820395,2.009246667,0.028642539
6.37,1.93094,2.00831,2.00831,0.001330248,1.98252,0.036472568
6.38,1.92957,1.93465,1.93465,5.73E-06,1.932956667,0.002394735
6.39,2.01645,1.89248,1.89248,0.003415236,1.933803333,0.058440018
6.4,1.92606,2.05129,2.05129,0.003485012,2.009546667,0.059033988
6.41,1.87885,2.0747,2.0747,0.008523827,2.009416667,0.092324575
6.42,1.88964,2.00965,2.00965,0.003200533,1.969646667,0.056573257
6.43,1.81739,2.05108,2.05108,0.012135781,1.973183333,0.110162522
6.44,1.82328,2.06916,2.06916,0.013434883,1.9872,0.115908944
6.45,1.79145,2.01556,2.01556,0.011161176,1.940856667,0.105646467
6.46,1.80689,2.07554,2.07554,0.016038405,1.98599,0.126642825
6.47,1.74663,1.98529,1.98529,0.012657466,1.905736667,0.112505403
6.48,1.69844,2.00484,2.00484,0.020862436,1.902706667,0.144438345
6.49,1.67664,1.98796,1.98796,0.021537809,1.884186667,0.146757655
6.5,1.76151,1.96925,1.96925,0.009590202,1.900003333,0.097929575
6.51,1.74468,1.97542,1.97542,0.011831322,1.898506667,0.108771879
6.52,1.83067,2.14767,2.14767,0.022330889,2.042003333,0.149435233
6.53,1.7231,2.20185,2.20185,0.050933681,2.042266667,0.225684914
6.54,1.65494,2.10632,2.10632,0.045276423,1.95586,0.212782573
6.55,1.66378,2.11521,2.11521,0.045286454,1.964733333,0.212806143
6.56,1.67238,2.07506,2.07506,0.036033596,1.940833333,0.189825172
6.57,1.64254,2.09855,2.09855,0.046210027,1.946546667,0.214965176
6.58,1.74379,2.13594,2.13594,0.034173694,2.005223333,0.184861283
6.59,1.69829,2.12315,2.12315,0.040112449,1.98153,0.200280925
6.6,1.66987,2.16341,2.16341,0.054129274,1.998896667,0.232656987
6.61,1.73503,2.11032,2.11032,0.031298352,1.985223333,0.176913403
6.62,1.68828,2.16063,2.16063,0.049581005,2.00318,0.222667925
6.63,1.68439,2.20432,2.20432,0.060072712,2.03101,0.245097352
6.64,1.57946,2.19916,2.19916,0.085339576,1.992593333,0.292129382
6.65,1.63927,2.06628,2.06628,0.040519453,1.923943333,0.201294444
6.66,1.78359,2.02565,2.02565,0.013020676,1.944963333,0.114108178
6.67,1.804,2.12116,2.12116,0.022353437,2.01544,0.149510658
6.68,1.62112,2.07396,2.07396,0.045569792,1.923013333,0.213470823
6.69,1.78779,2.03583,2.03583,0.013671965,1.95315,0.116927177
6.7,1.77101,2.02104,2.02104,0.013892222,1.937696667,0.117865272
6.71,1.77903,2.07648,2.07648,0.019661445,1.97733,0.140219275
6.72,1.8917,2.16206,2.16206,0.016243229,2.07194,0.127448926
6.73,1.91783,2.04364,2.04364,0.003517368,2.001703333,0.059307403
6.74,1.97312,1.95266,1.95266,9.30E-05,1.95948,0.009644936
6.75,1.85197,2.10293,2.10293,0.01399576,2.019276667,0.118303679
6.76,1.86616,2.07926,2.07926,0.010091469,2.008226667,0.100456303
6.77,1.93144,2.14291,2.14291,0.00993768,2.07242,0.099687914
6.78,1.8998,2.19166,2.19166,0.018929391,2.094373333,0.137584123
6.79,1.86934,2.20132,2.20132,0.024491271,2.09066,0.156496873
6.8,1.70082,2.11522,2.11522,0.038161636,1.977086667,0.195350033
6.81,1.72495,2.27629,2.27629,0.067550177,2.09251,0.259904168
6.82,1.76798,2.22595,2.22595,0.046608116,2.073293333,0.215889128
6.83,1.77874,2.25304,2.25304,0.04999122,2.09494,0.223587164
6.84,1.76483,2.19671,2.19671,0.041448963,2.05275,0.203590184
6.85,1.85774,2.28668,2.28668,0.040886561,2.1437,0.202204255
6.86,1.77269,2.3479,2.3479,0.073525899,2.156163333,0.271156594
6.87,1.92698,2.26176,2.26176,0.024906144,2.150166667,0.157816805
6.88,1.93429,2.15111,2.15111,0.010446869,2.078836667,0.102209928
6.89,1.9817,2.2182,2.2182,0.012429389,2.139366667,0.111487169
6.9,2.00932,2.23375,2.23375,0.011193072,2.15894,0.105797317
6.91,2.00166,2.08772,2.08772,0.00164585,2.059033333,0.040569073
6.92,2.0731,2.21587,2.21587,0.004529616,2.16828,0.067302423
6.93,2.04205,2.25023,2.25023,0.009630869,2.180836667,0.098136993
6.94,2.06347,2.09249,2.09249,0.000187147,2.082816667,0.013680159
6.95,2.09009,2.13435,2.13435,0.000435322,2.119596667,0.020864364
6.96,1.92709,2.12715,2.12715,0.008894223,2.060463333,0.094309188
6.97,2.03267,2.12974,2.12974,0.002093908,2.097383333,0.045759237
6.98,1.88806,2.18921,2.18921,0.020153627,2.088826667,0.141963471
6.99,1.82002,2.27057,2.27057,0.045110067,2.120386667,0.212391307
7,1.90112,2.22408,2.22408,0.02317848,2.116426667,0.152244804
7.01,2.00723,2.20511,2.20511,0.008701443,2.13915,0.093281527
7.02,2.06799,2.32281,2.32281,0.014429607,2.23787,0.1201233
7.03,1.93787,2.15476,2.15476,0.010453616,2.082463333,0.102242927
7.04,1.91178,2.16081,2.16081,0.01378132,2.0778,0.117393868
7.05,1.84067,2.27887,2.27887,0.042670942,2.132803333,0.206569461
7.06,1.76202,2.1918,2.1918,0.041046855,2.04854,0.202600235
